SOURCE_DATASET,ID_1,ID_2,NORMALIZED_1,NORMALIZED_2,TITLE_1,TITLE_2,AUTHOR_1,AUTHOR_2,BEGIN_PUBLICATION_DATE_1,BEGIN_PUBLICATION_DATE_2,SIMILARITY_SCORE
Toronto_Results_Oct19,11470,11473,soldierandpoliticiansthememoirsofltgenmauriceapope-pope-1962,soldiersandpoliticiansmemoirsofltgenmauriceapopecbmc-pope-1962,Soldier and politicians :,Soldiers and politicians :,"Pope, Maurice A.","Pope, Maurice A.",1962,1962,93.44262295081968
Toronto_Results_Oct19,1594,10979,canadianconferenceoneducationareport--1962,secondcanadianconferenceoneducationareport--1962,Canadian Conference on Education :,The Second Canadian Conference on Education:,,,1962,1962,93.33333333333333
Toronto_Results_Oct19,6811,6818,learningaboutanger-stew-1999,learningmoreaboutanger-stew-1999,Learning about anger /,Learning more about anger /,"Stewart, Jan, 1967-","Stewart, Jan, 1967-",1999,1999,93.33333333333333
Toronto_Results_Oct19,11645,11649,springconvocationinconvocationhallfridayjune7th1985230pm-univ-1985,springconvocationinconvocationhallmondayjune10th1985230pm-univ-1985,Spring convocation :,Spring convocation :,University of Toronto.,University of Toronto.,1985,1985,93.23308270676691
Toronto_Results_Oct19,12747,12750,universityoftorontorollofservicesupplementaug1917oct1918--1918,universityoftorontorollofservicesupplementaugust1917octoberl918--1918,University of Toronto roll of service.,University of Toronto roll of service. Supplement. August 1917-October l918.,,,1918,1918,93.12977099236642
Toronto_Results_Oct19,6682,6683,landslidesinclays-coll-1956,landslidesinclays1846-coll-1956,Landslides in clays /,"Landslides in clays, 1846","Collin, Alexandre,","Collin, Alexandre,",1956,1956,93.10344827586206
Toronto_Results_Oct19,8833,8835,ourdebtonthefuturesymposiumpresentedtotheseventyfifthanniversary1957presenc--1958,ourdebttothefuturesymposiumpresentedontheseventyfifthanniversary1957--1958,Our debt on the future :,Our debt to the future :,,,1958,1958,92.90322580645162
Toronto_Results_Oct19,384,9567,antenatalcarearesearchbasedapproach--1993,postnatalcarearesearchbasedapproach--1993,Antenatal care :,Postnatal care :,,,1993,1993,92.6829268292683
Toronto_Results_Oct19,1614,1616,canadiandualismstudiesinfrenchenglishrelations-wade-1960,canadiandualismstudiesoffrenchenglishrelations--1960,Canadian dualism: studies in French-English relations.,Canadian dualism :,"Wade, Mason,",,1960,1960,92.5925925925926
Toronto_Results_Oct19,10514,10530,restrospectivedeconomiesocialeaucanadafrancais18821932-lanc-1932,retrospectivedeconomiesocialeaucanadafrancais-lanc-1932,Réstrospective d'économie sociale au Canada français 1882-1932 /,Rétrospective d'économie sociale au Canada français /,"Lanctôt, Gustave,","Lanctôt, Gustave,",1932,1932,92.43697478991596
Toronto_Results_Oct19,1985,1986,catalogueofthegreekvasesintheroyalontariomuseumofarchaeologytoronto-robi-1930,catalogueofthegreekvasesintheroyalontariomuseumofarchaeologytorontolargelyt--1930,"A catalogue of the Greek vases in the Royal Ontario Museum of Archaeology, Toronto /","A catalogue of the Greek vases in the Royal Ontario Museum of Archaeology, Toronto (largely the gift of Sigmund Samuel, esq.) /","Robinson, David M.",,1930,1930,92.40506329113924
Toronto_Results_Oct19,4612,10103,foodofthesmallmouthedblackbassmicropterusdolomieuinsomeontariowaters-test-1932,rateofgrowthofthesmallmouthedblackbassmicropterusdolomieuinsomeontariowater-test-1932,Food of the small-mouthed black bass,"Rate of growth of the small-mouthed black bass, Micropterus dolomieu, in some Ontario waters.","Tester, Albert L.","Tester, Albert L.",1932,1932,92.02453987730061
Toronto_Results_Oct19,11034,11036,selectdocumentsincanadianeconomichistory--1929,selectdocumentsincanadianeconomichistory14971783--1929,Select documents in Canadian economic history /,"Select documents in Canadian economic history, 1497-1783 /",,,1929,1929,92.0
Toronto_Results_Oct19,1029,1031,bibliographyofindividialglobularclusters1stsupplement-hogg-1963,bibliographyofindividualglobularclustersfirstsupplement--1963,"A bibliography of individial globular clusters, 1st. supplement.",A bibliography of individual globular clusters :,"Hogg, Helen Battles (Sawyer)",,1963,1963,91.93548387096774
Toronto_Results_Oct19,11464,11465,soilsincanadageologicalpedologicandengineeringstudies-legg-1965,soilsofcanadageologicalpedologicalandengineeringstudies--1965,Soils in Canada :,Soils of Canada :,"Legget, Robert F.",,1965,1965,91.93548387096774
Toronto_Results_Oct19,2883,2885,crispin1relavieetloeuvrederaymondpoissoncomediepoeteduxviiesiecle-curt-1972,crispinierlavieetloeuvrederaymondpoissoncomedienpoetedu17siecle-curt-1972,Crispin 1re :,Crispin Ier la vie et l'oeuvre de Raymond Poisson :,"Curtis, A. Ross.","Curtis, Ross A.",1972,1972,91.89189189189189
Toronto_Results_Oct19,7762,7763,minoritiesschoolsandpolitics--1969,minoritiesschoolsandpoliticsessays--1969,"Minorities, schools, and politics /","Minorities, schools, and politics:",,,1969,1969,91.89189189189189
Toronto_Results_Oct19,8294,8295,newviewofsurfaceforcesacollectionofscientificpapersofwilsontaylorbalateofth-tayl-1925,newviewofsurfaceforcesacollectionofthescientificpapersofwilsontayloramemori-tayl-1925,A new view of surface forces :,A new view of surface forces,"Taylor, Wilson,","Taylor, Wilson,",1925,1925,91.76470588235294
Toronto_Results_Oct19,13290,13295,womansuffragemovementincanada-clev-1950,womansuffragemovementincanadaextract-clev-1950,The woman suffrage movement in Canada /,The woman suffrage movement in Canada [extract] /,"Cleverdon, Catherine Lyle.","Cleverdon, Catherine Lyle.",1950,1950,91.76470588235294
Toronto_Results_Oct19,8768,8769,orbitsoffourspectroscopicbinarieshd3264hd158013hd170829andhd201032--1949,orbitsoffourspectroscopicbinarieshd3264hd158013hd170829andhd201032bydknorri-norr-1949,"The orbits of four spectroscopic binaries, H.D. 3264, H.D. 158013, H.D. 170829 and H.D. 201032 /","The orbits of four spectroscopic binaries, H.D. 3264, H.D. 158013, H.D. 170829 and H.D. 201032, by D.K. Norris, W.T. Sharp and R.W. Tanner.",,"Norris, Donald Kring,",1949,1949,91.71974522292994
Toronto_Results_Oct19,1941,7727,casesandmaterialsoncontracts-miln-1971,milnerscasesandmaterialsoncontracts-miln-1971,Cases and materials on contracts /,Milner's cases and materials on contracts /,"Milner, J. B.","Milner, J. B.",1971,1971,91.56626506024097
Toronto_Results_Oct19,8851,8855,ourlivingtraditionsevencanadians--1957,ourlivingtraditionsevencanadiansseries1--1957,Our living tradition :,Our living tradition :,,,1957,1957,91.56626506024097
Toronto_Results_Oct19,2735,2736,convocationfortheinstallationofthechancellortherighthonourablevincentmassey--1947,convocationfortheinstallationofthechancellortherighthonvincentmasseyandthec--1947,"Convocation for the installation of the Chancellor the Right Honourable Vincent Massey, P.C., C.H., M.A., LL. D., D.C.L., Hon. F.R.S.C. and the conferment of honorary degrees :","Convocation for the installation of the Chancellor, the Right Hon. Vincent Massey ... and the conferment of honorary degrees, November 21, 1947.",,,1947,1947,91.35802469135803
Toronto_Results_Oct19,1389,1390,calderondelabarca195169acriticalsurveyandannotatedbibliography-park-1971,calderondelabarcastudies19511969acriticalsurveyandannotatedbibliography--1971,"Caldeŕon de la Barca, 1951-69","Calderön de la Barca studies, 1951-1969 :","Parker, Jack Horace,",,1971,1971,91.2751677852349
Toronto_Results_Oct19,10473,10475,researchcompendiumreviewandabstractsofgraduateresearch19421962--1964,researchcompendiumreviewandabstractsofgraduateresearch19421962publishedince--1964,The research compendium :,The research compendium,,,1964,1964,91.2751677852349
Toronto_Results_Oct19,11696,11698,statisticsofalcoholuseandalcoholismincanada18711956firstreport--1958,statisticsofalcoholuseandalcoholismincanada18711956firstreportcompiledbyrob--1958,"Statistics of alcohol use and alcoholism in Canada, 1871-1956","Statistics of alcohol use and alcoholism in Canada, 1871-1956",,,1958,1958,91.2751677852349
Toronto_Results_Oct19,1334,1336,buildingwithwoodandotheraspectsofnineteenthcenturybuildingincentralcanada-remp-2013,buildingwithwoodandotheraspectsofnineteenthcenturybuildinginontario-remp-2013,Building with wood and other aspects of nineteenth-century building in central Canada :  /,Building with wood and other aspects of nineteenth-century building in Ontario. :,"Rempel, John I., 1905-","Rempel, John I., 1905-",2013,2013,91.25
Toronto_Results_Oct19,1630,1631,canadianeconomicpolicyandtheimpactofinternationalcapitalflows-cave-1969,canadianeconomicpolicyandtheimpactofinternationalcapitalflowsbyrichardecave-cave-1969,Canadian economic policy and the impact of international capital flows /,Canadian economic policy and the impact of international capital flows [by] Richard E. Caves [and] Grant L. Reuber.,"Caves, Richard E.","Caves, Richard E.",1969,1969,91.02564102564102
Toronto_Results_Oct19,787,789,basicfilingrulesforuseinthecourseinlibraryrecords--1961,basicfilingrulesforuseinthecourseinlibraryscience--1961,Basic filing rules for use in the course in Library Records /,Basic filing rules for use in the course in library science /,,,1961,1961,90.9090909090909
Toronto_Results_Oct19,6103,6104,installationofclaudethomasbisselleighthpresident--1958,installationofclaudethomasbisselleighthpresidentoctober1958--1958,"The installation of Claude Thomas Bissell, eighth president.","The installation of Claude Thomas Bissell,",,,1958,1958,90.75630252100841
Toronto_Results_Oct19,5398,5400,harthousecollectionofcanadianpaintings--1969,harthousecollectionofcanadianpaintingscatalogue--1969,The Hart House collection of Canadian paintings.,The Hart House collection of Canadian paintings,,,1969,1969,90.72164948453609
Toronto_Results_Oct19,875,9609,bensleyspracticalanatomyoftherabbitanelementarylaboratorytextbookinmammalia-bens-1948,practicalanatomyoftherabbitanelementarylaboratorytextbookinmammaliananatomy-bens-1948,Bensley's Practical anatomy of the rabbit :,Practical anatomy of the rabbit; an elementary laboratory text-book in mammalian anatomy /,"Bensley, B. A.","Bensley, B. Arthur.",1948,1948,90.58823529411765
Toronto_Results_Oct19,11616,11617,spiritofphilosophy-long-1953,spiritofphilosophytexted-long-1953,The spirit of philosophy.,The spirit of philosophy.,"Long, Marcus.","Long, Marcus",1953,1953,90.32258064516128
Toronto_Results_Oct19,12139,12140,theatreforspenserians--1973,theatreforspenserianspapers--1973,A Theatre for Spenserians /,A theatre for Spenserians,,,1973,1973,90.0
UAlberta_Final_List_April1_2025,703,1517,instructingpostsecondarystudentswithlearningdisabilities-whyt-1993,tutoringpostsecondarystudentswithlearningdisabilities-whyt-1993,Instructing postsecondary students with learning disabilities /,Tutoring postsecondary students with learning disabilities /,"Whyte, Lillian A.","Whyte, Lillian A.",1993,1993,94.57364341085271
UBC_Results_Oct23,2182,2181,politicsofagriculturalcooperativismperu19691983-koro-1990,politicsofagriculturalcooperativesperu19691983-koro-1990,Politics of agricultural co-operativism :,Politics of agricultural co-operatives :,"Korovkin, Tanya.","Korovkin, Tanya.",1990,1990,97.34513274336283
UBC_Results_Oct23,2114,2113,peterstentlondonprintsellercirca16421665beingacatalogueraisonneofhisengrave-glob-1985,peterstentlondonbooksellercirca16421665beingacatalogueraisonneofhisengraved-glob-1985,"Peter Stent, London printseller, circa 1642-1665 :",Peter Stent - London bookseller circa 1642-1665 :,"Globe, Alexander,","Globe, Alexander",1985,1985,94.11764705882352
UBC_Results_Oct23,2488,2487,russianshadowsonthebritishnorthwestcoastofnorthamerica18101890astudyofrejec-barr-1983,russianshadowsonthebritishnorthwestcoastofnorthamerica18101890-barr-1983,"Russian shadows on the British Northwest Coast of North America, 1810-1890 :","Russian Shadows on the British Northwest Coast of North America, 1810 - 1890.","Barratt, Glynn.","Barratt, Glynn.",1983,1983,91.71974522292994
UMontreal_Results_Oct24,1143,1145,colloquesurlesenquetesdebibliothequesetleurmilieu--1965,colloquesurlesenquetresdebibliothequesetleurmilieu--1965,Colloque sur les enquêtes de bibliothèques et leur milieu /,Colloque sur les enquêtres de bibliothèques et leur milieu,,,1965,1965,99.09909909909909
UMontreal_Results_Oct24,10311,10325,repertoirederecherchesensanteauquebec19801984-lanc-1985,repertoiredesrecherchesensanteauquebec19801984-lanc-1985,"Répertoire de recherches en santé au Québec, 1980-1984 /","Re?pertoire des recherches en sante? au Que?bec, 1980-1984 /","Lanctôt, Louise","Lancto?t, Louise,",1985,1985,99.09909909909909
UMontreal_Results_Oct24,11673,11674,varieteshibertiennesaspectsgeometriques-kuip-1971,varieteshilbertiennesaspectsgeometriques-kuip-1971,Variétés hibertiennes,Variétés hilbertiennes,"Kuiper, Nicolaas H.","Kuiper, Nicolaas H.",1971,1971,98.98989898989899
UMontreal_Results_Oct24,11207,11208,theoriedesmodelesenlogiquemathematique-daig-1967,theoriedesmodelesenlogiquemathematiques-daig-1967,Théorie des modèles en logique mathématique.,The?orie des mode?les en logique mathe?matiques /,"Daigneault, Aubert,","Daigneault, Aubert.",1967,1967,98.96907216494846
UMontreal_Results_Oct24,8602,8612,montrealeguidedexcursionsfieldguide-beau-1972,montrealguidedexcursionsfieldguide-beau-1972,Montreale:,Montréal; guide d'excursions/field guide.,"Beauregard, Ludger,","Beauregard, Ludger,",1972,1972,98.87640449438202
UMontreal_Results_Oct24,251,252,analysedelareformescolaireapartirdunecomparaisondessecteurspublicetpriveden-hetu-1980,analysedelareformescolaireapartirdunecomparaisondessecteurspublicetprivedun-hetu-1980,Analyse de la réforme scolaire à partir d'une comparaison des secteurs public et privé de niveau secondaire /,Analyse de la réforme scolaire à partir d'une comparaison des secteurs public et privé du niveau sécondaire /,"Hétu, Chantale.","Hêtu, Chantale.",1980,1980,98.82352941176471
UMontreal_Results_Oct24,3080,3081,etudesdesproblemesetpreoccupationdesfemmesalegarddelaqualitedelaviedanslemi-poll-1975,etudesdesproblemesetpreoccupationsdesfemmesalegarddelaqualitedelaviedanslem-poll-1975,Etudes des problèmes et préoccupation des femmes à l'égard de la qualité de la vie dans le milieu urbain de Montréal :,Etudes des problemes et preoccupations des femmes a l'egard de la qualite de la vie dans le milieu urbain de Montreal :,"Pollowy, Anne Marie,","Pollowy, Anne-Marie,",1975,1975,98.82352941176471
UMontreal_Results_Oct24,7028,7029,lesinegalitesscolairesausecondairesuneapplicationlongitudinaleduparadigmedu-mori-1981,lesinegalitesscolairesausecondaireuneapplicationlongitudinaleduparadigmedub-mori-1981,Les inégalités scolaires au secondaires :,Les inégalités scolaires au secondaire :,"Morissette, Dominique.","Morissette, Dominique,",1981,1981,98.82352941176471
UMontreal_Results_Oct24,5284,5285,laplanificationdesbibliothequespubliquesdesagglomerationsurbainesducanada-deni-1966,laplanificationdesbibliothequespubliquesdesagglomerationsurbainesducanadaco-deni-1966,La planification des bibliothèques publiques des agglomérations urbaines du Canada /,La planification des bibliothèques publiques des agglomérations urbaines du Canada :,"Denis, Laurent G.","Denis, Laurent G.",1966,1966,98.80952380952381
UMontreal_Results_Oct24,7265,7266,lespratiquesorganisationnellesdaidealagestiondelequilibretravailfamilleetef--1994,lespratiquesorganisationnellesdaidealagestiondelequilibretravailfamilleetfn--1994,Les Pratiques organisationnelles d'aide a? la gestion de l'e?quilibre travail-famille (E?TEF) :,Les Pratiques organisationnelles d'aide à la gestion de l'équilibre travail-famille (ÉTF) :,,,1994,1994,98.76543209876543
UMontreal_Results_Oct24,1600,1601,dangerositeetaggressivitechezlhumainapercudesrecherchesactuellesdessciences--1978,dangerositeetagressivitechezlhumainapercudesrecherchesactuellesdessciencesf--1978,Dangerosité et aggressivité chez l'humain :,Dangerosité et agressivité chez l'humain :,,,1978,1978,98.76543209876543
UMontreal_Results_Oct24,6675,6676,lesbacteriesanaerobiescomptesrenduesdesjourneesinternationalesdetudetenuesd--1968,lesbacteriesanaerobiescomptesrendusdesjourneesinternationalesdetudetenuesdu--1968,"Les bactéries anaérobies, comptes rendues des Journées internationales d'étude tenues du 16 au 20 octobre 1967. The anaerobic bacteria proceedings of an International Workshop held October 16-20, 1967.",Les bactéries anaérobies,,,1968,1968,98.76543209876543
UMontreal_Results_Oct24,11327,11328,traitementdescriminelsetprocespenaltreatmentofcriminalsandthepenalprocess--1972,traitementdescriminelsetprocespenaltreatmentofcriminalsandthepenalprocesste--1972,Traitement des criminels et procès pénal =,Traitement des criminels et proces penal.,,,1972,1972,98.75
UMontreal_Results_Oct24,8118,8119,loisiretdeveloppementculturel-lapl-1969,loisirsetdeveloppementculturel-lapl-1969,Loisir et développement culturel.,Loisirs et de?veloppement culturel /,"Laplante, Marc.","Laplante, Marc.",1969,1969,98.73417721518987
UMontreal_Results_Oct24,7735,7737,lexercicedesfonctionsdeleducateurdadultesauquebecrapportpreliminaire-touc-1971,lexercicedesfunctionsdeleducateurdadultesauquebecrapportpreliminaire-touc-1971,L'exercice des fonctions de l'éducateur d'adultes au Québec,L'exercice des functions de l'éducateur d'adultes au Québec :,"Touchette, Claude Joseph,","Touchette, Claude,",1971,1971,98.71794871794873
UMontreal_Results_Oct24,8049,8050,littaeraturecanadiennefrancaise--1969,litteraturecanadiennefrancaise--1969,Litta̲erature canadienne-francaise.,Littérature canadienne-française.,,,1969,1969,98.63013698630137
UMontreal_Results_Oct24,6986,6989,lesgroupesdepressiondanslacommunauteeuropeenne-meyn-1969,lesgroupsdepressiondanslacommunauteeuropeene-meyn-1969,Les groupes de pression dans la Communauté européenne.,Les groups de pression dans la Communauté européene,"Meynaud, Jean.","Meynaud, Jean.",1969,1969,98.18181818181819
UMontreal_Results_Oct24,11192,11193,theorieasymptomatiquedeladecisionstatistique-leca-1969,theorieasymptotiquedeladecisionstatistique-leca-1969,Théorie asymptomatique de la décision statistique.,Théorie asymptotique de la décision statistique /,"Le Cam, Lucien M.","Le Cam, Lucien M.",1969,1969,98.11320754716981
UMontreal_Results_Oct24,2526,2529,elementsdestylistiquedefrancaisecrit-rond-1968,elementsdestylistiquedufrancaisecrit-rond-1968,E?le?ments de stylistique de franc?ais e?crit /,Éléments de stylistique du français écrit.,"Rondeau, Guy,","Rondeau, Guy,",1968,1968,97.82608695652173
UMontreal_Results_Oct24,9922,9923,questionnationaleetethnicitelediscoursdeleadersdoriginehaitiennedelaregiond-tard-1993,questionnationaleetethnicitelediscoursdeleadersdorigineitaliennedelaregiond-tard-1993,Question nationale et ethnicite?. Le discours de leaders d'origine hai?tienne de la re?gion de Montre?al /,Question nationale et ethnicite?. Le discours de leaders d'origine italienne de la re?gion de Montre?al /,"Tardif, Francine,","Tardif, Francine,",1993,1993,97.6470588235294
UMontreal_Results_Oct24,11072,11073,systemoflinearpartialdifferentialequationsanddeformationofpseudogroupstruct-kump-1974,systemsoflinearpartialdifferentialequationsanddeformationofpseudogroupsstru-kump-1974,System of linear partial differential equations and deformation of pseudogroup structures,Systems of linear partial differential equations and deformation of pseudogroups structures [by] A. Kumpera and D.C. Spencer.,"Kumpera, Antonio.","Kumpera, Antônio",1974,1974,97.6470588235294
UMontreal_Results_Oct24,3464,3465,finalitesdusystemedeladministrationdelajusticepenaleetlaplanificationdespol-brod-1979,finalitesdusystemedeladministrationdelajusticepenaleetplanificationdespolit-brod-1979,Finalités du système de l'administration de la justice pénale et la planification des politiques /,Finalités du système de l'administration de la justice pénale et planification des politiques /,"Brodeur, Jean-Paul","Brodeur, Jean-Paul.",1979,1979,97.6470588235294
UMontreal_Results_Oct24,6686,6687,lesbibliothequesdescollegesdenseignementgeneneraletprofessionnelduquebecetu-laje-1985,lesbibliothequesdescollegesdenseignementgeneraletprofessionnelduquebecetude-laje-1985,Les bibliothèques des collèges d'enseignement généneral et professionnel du Québec :,Les bibliothèques des collèges d'enseignement général et professionnel du Québec :,"Lajeunesse, Marcel.","Lajeunesse, Marcel,",1985,1985,97.6470588235294
UMontreal_Results_Oct24,11170,11171,testspourladeterminationdustyledapprentissagelam3opversionpourlesniveauxcol-lamo-1979,testspourladeterminationdustyledapprentissagelam3opversionpourlesniveauxsec-lamo-1979,Tests pour la determination du style d'apprentissage :,"Tests pour la détermination du style d'apprentissage, LAM-3-OP :","Lamontagne, Claude,","Lamontagne, Claude,",1979,1979,97.6470588235294
UMontreal_Results_Oct24,3187,3188,evaluationdelimpactduprojetpilotederemunerationdesmedecinsencentredaccueild--1986,evaluationdelimpactduprojetpilotederenumerationdesmedecinsencentredaccueild--1986,Évaluation de l'impact du projet pilote de rémunération des médecins en centre d'accueil d'hébergement :,Évaluation de l'impact du projet-pilote de rénumération des médecins en centre d'accueil d'hébergement :,,,1986,1986,97.53086419753086
UMontreal_Results_Oct24,68,67,acromegaliegigantismetraitementchirurgicalparexeresetranssphenoidedeladenom--1973,acromegaliegigantismetraitementchirurgicalparexeresetranssphenoidaledeladen--1973,Acromégalie-gigantisme :,Acrome?galie-gigantisme :,,,1973,1973,97.53086419753086
UMontreal_Results_Oct24,9566,9568,problematiquedescivilisations-lamo-1968,problematiquedescivilizations-lamo-1968,Problématique des civilisations.,Problématique des civilizations.,"Lamontagne, Roland.","Lamontagne, Roland",1968,1968,97.43589743589743
UMontreal_Results_Oct24,757,761,biensdrt1225--2018,biensdrt1225g--2018,Biens :,Biens :,,,2018,2018,97.2972972972973
UMontreal_Results_Oct24,10611,10614,seriesdefourieraleatoires-kaha-1963,seriesdefourieraleatories-kaha-1963,Series de fourier aleatoires.,Séries de Fourier aléatories.,"Kahane, Jean Pierre.","Kahane, Jean-Pierre.",1963,1963,97.14285714285714
UMontreal_Results_Oct24,10822,10823,statistiquesdeladmission1990--uuuu,statistiquesdeladmission1991--uuuu,"Statistiques de l'admission, 1990.","Statistiques de l'admission, 1991.",,,uuuu,uuuu,97.05882352941177
UMontreal_Results_Oct24,10822,10824,statistiquesdeladmission1990--uuuu,statistiquesdeladmission1992--uuuu,"Statistiques de l'admission, 1990.","Statistiques de l'admission, 1992.",,,uuuu,uuuu,97.05882352941177
UMontreal_Results_Oct24,10823,10824,statistiquesdeladmission1991--uuuu,statistiquesdeladmission1992--uuuu,"Statistiques de l'admission, 1991.","Statistiques de l'admission, 1992.",,,uuuu,uuuu,97.05882352941177
UMontreal_Results_Oct24,8707,8705,negociationcollectiveisyllabusducoursrei1300--1987,negociationcollectiveiisyllabusducoursrei2300--1987,Ne?gociation collective I :,Ne?gociation collective II :,,,1987,1987,97.02970297029702
UMontreal_Results_Oct24,7463,7464,lestribunauxadministratifsetlaconstituionetudedesarticles96ıa101delaanb-pepi-1969,lestribunauxadministratifsetlaconstitutionetudedesarticles96a101dela-pepi-1969,Les tribunaux administratifs et la Constituion,Les tribunaux administratifs et la Constitution,"Pépin, Gilles,","Pépin, Gilles,",1969,1969,96.85534591194968
UMontreal_Results_Oct24,7593,7594,letraitementjudiciairedespersonnesconnaissantdesproblemesdesantementalesynt--1991,letraitementjudiciaredespersonnesconnaissantdesproblemesdesantementale--1991,Le Traitement judiciaire des personnes connaissant des problèmes de santé mentale :,Le traitement judiciare des personnes connaissant des problèmes de santé mentale /,,,1991,1991,96.81528662420382
UMontreal_Results_Oct24,10426,10427,richessesetparticularitesdelalangueecriteauquebec-suet-1979,richessesetparticularitesdelalangueecriteduquebec-seut-1979,Richesses et particularités de la langue écrite au Québec /,Richesses et particularités de la langue écrite du Québec /,"Suetin, Emile.","Seutin, Emile",1979,1979,96.61016949152543
UMontreal_Results_Oct24,3723,3724,guidebibliographiquedelageographiealintentiondesusagersdelabibliothequedess--1974,guidebibliographiquedelageographiealintentiondesusagersdelabiblothequedessc-brun-1974,"Guide bibliographique de la géographie, à l'intention des usagers de la Bibliothèque des sciences humaines et sociales /",Guide bibliographique de la géographie à l'intention des usagers de la Biblothèque des sciences humaines et sociales.,,"Brunet, Raymond,",1974,1974,96.3855421686747
UMontreal_Results_Oct24,1685,2538,delinquanceclassessocialesetrelationsinterpersonnelleschezlesadolescents-desl-1969,eliquanceclassesocialeetrelationsinterpersonnellescheslesadolescents-desl-1969,"Délinquance, classes sociales et relations interpersonnelles chez les adolescents.","Eliquance, classe sociale et relations interpersonnelles ches les adolescents.","Deslauriers, Lise","Deslauriers, Lise.",1969,1969,96.25
UMontreal_Results_Oct24,10002,10004,rapportducomitedudeveloppementacademiquesurlesstructuresdeluniversite--1969,rapportducomitedudeveloppementacademiquesurlesstructuresdeluniversiteuniver--1969,Rapport du Comité du développement académique sur les structures de l'Université.,Rapport du Comité du développement académique sur les structures de l'Université :,,,1969,1969,96.15384615384616
UMontreal_Results_Oct24,2645,2646,entreprisesetsyndicatsfacealatransformationdutravailetdelamaindoeuvre--1985,entreprisesetsyndicatsfacealatransformationdutravailetdelamaindoeuvrebiblio--1985,Entreprises et syndicats face a? la transformation du travail et de la main-d'oeuvre /,Entreprises et syndicats face a? la transformation du travail et de la main d'oeuvre :,,,1985,1985,96.15384615384616
UMontreal_Results_Oct24,1200,1201,communicationparlimagesoc215-cari-1973,communicationparlimagesol2150-cari-1973,"Communication par l'image, SOC 215 /",Communication par l'image :,"Carisse, Colette,","Carisse, Colette,",1973,1973,96.1038961038961
UMontreal_Results_Oct24,359,357,anatomieappliqueealexercicecahierdosteologieeph1181-chap-1984,anatomieappliqueealexercicecahierdemyologieeph1181-chap-1984,Anatomie appliquée à l'exercice :,Anatomie appliquée à l'exercice :,"Chapleau, Claude.","Chapleau, Claude.",1984,1984,95.86776859504133
UMontreal_Results_Oct24,360,358,anatomieappliqueealexercicecahierdosteologieeph1181-chap-1985,anatomieappliqueealexercicecahierdemyologieeph1181-chap-1985,Anatomie appliquée à l'exercice: cahier d'ostéologie :,Anatomie appliquée à l'exercice: cahier de myologie :,"Chapleau, Claude.","Chapleau, Claude.",1985,1985,95.86776859504133
UMontreal_Results_Oct24,4447,4448,jeanlouisguezdebalzacbibliographiegeneralesupplement-beug-1969,jeanlouisguezdebalzacbibliographiegeneralesupplementi--1969,"Jean Louis Guez de Balzac, bibliographie générale.",Jean-Louis Guez de Balzac :,"Beugnot, Bernard,",,1969,1969,95.86776859504133
UMontreal_Results_Oct24,9868,9869,quebec19401969bibliographielesystemepolitiquequebecoisetsonenvironmentprefd-boil-1971,quebec19401969bibliographielesystemepolitiquequebecoisetsonenvironnement-boil-1971,Québec 1940-1969 :,"Québec, 1940-1969 :","Boily, Robert.","Boily, Robert.",1971,1971,95.80838323353294
UMontreal_Results_Oct24,9113,9114,pathokinesiologiearticulaireetfonctionnellesectioniimembresuperieur-grav-2001,pathokinesiologiearticulaireetfonctionnellesectionimembreinferieur-grav-2001,"Pathokinésiologie articulaire et fonctionnelle, section II :",Pathokinésiologie articulaire et fonctionnelle :,"Gravel, Denis.","Gravel, Denis.",2001,2001,95.42483660130719
UMontreal_Results_Oct24,3252,3253,evaluationqualitative-reic-1980,evaluationquantitative-reic-1980,Évaluation qualitative /,Évaluation quantitative /,"Reicher, Daniel.","Reicher, Daniel.",1980,1980,95.23809523809523
UMontreal_Results_Oct24,10901,10902,studiesonthevascularfloraoftheprovinceofnewfoundlandcanada-roul-1956,studiesonthevascularfloraoftheprovinceofnewfoundlandcanadaiii&iii-roul-1956,Studies on the vascular flora of the province of Newfoundland (Canada).,"Studies on the vascular flora of the Province of Newfoundland (Canada) -- I, II & III /","Rouleau, Ernest,","Rouleau, Ernest,",1956,1956,95.1048951048951
UMontreal_Results_Oct24,10911,10912,stylistique&linguistique--1956,stylistiqueetlinguistique--1956,Stylistique & linguistique /,Stylistique et linguistique.,,,1956,1956,95.08196721311475
UMontreal_Results_Oct24,206,207,amenagement92--uuuu,amenagement93--uuuu,"Aménagement, 92.","Aménagement, 93.",,,uuuu,uuuu,94.73684210526316
UMontreal_Results_Oct24,8718,8719,neologismescanadianismes--1976,neologismescanadismes--1976,Néologismes-canadianismes /,Néologismes - canadismes /,,,1976,1976,94.73684210526316
UMontreal_Results_Oct24,355,359,anatomieappliqueealexercicecahierdarthrologieeph1181-chap-1984,anatomieappliqueealexercicecahierdosteologieeph1181-chap-1984,Anatomie appliquée à l'exercice :,Anatomie appliquée à l'exercice :,"Chapleau, Claude.","Chapleau, Claude.",1984,1984,94.3089430894309
